,ACWI IMI IMI (Large+Mid+Small Cap),ACWI Standard (Large+Mid Cap),WORLD Standard (Large+Mid Cap),EM (EMERGING MARKETS) Standard (Large+Mid Cap),EUROPE Standard (Large+Mid Cap),NORTH AMERICA Standard (Large+Mid Cap),S&P 500,NASDAQ,Dow Jones
2010-08,703.248,279.064,"1,080.699",970.046,"1,261.721","1,124.576",584.1618479826086,758.5324494806537,306.4761109100909
2010-09,770.868,305.164,"1,179.194","1,075.529","1,399.176","1,223.445",635.3058621338757,849.8815979340466,330.14199485539206
2010-10,798.505,315.947,"1,222.226","1,105.754","1,458.637","1,269.147",658.7206911994259,899.6805892662665,340.25431956773275
2010-11,781.964,308.381,"1,193.558","1,075.853","1,344.749","1,268.833",657.2120563033417,896.3867495681878,336.81242757013166
2010-12,840.086,330.636,"1,280.071","1,151.385","1,456.830","1,352.688",700.1280300965866,951.8729820567162,354.30149458713396
2011-01,851.347,335.581,"1,308.083","1,119.079","1,512.867","1,381.055",715.9828314630564,968.8123286192238,363.9235506685756
2011-02,875.123,344.823,"1,351.647","1,107.767","1,559.612","1,429.691",738.8631824449263,998.3027978715879,374.15735919588775
2011-03,874.099,343.64,"1,334.925","1,170.870","1,542.529","1,428.966",738.0893614736781,997.8722449044845,377.0153518633757
2011-04,907.678,356.902,"1,388.620","1,204.028","1,657.043","1,468.298",759.121498794791,1031.0512785079827,392.03538361801964
2011-05,884.936,347.896,"1,354.607","1,167.972","1,588.340","1,446.467",748.8726351978112,1017.3304358242845,384.6678161057803
2011-06,868.746,341.817,"1,331.182","1,146.219","1,554.629","1,417.888",735.2001217780961,995.1632214034319,379.9106414068991
2011-07,853.444,335.896,"1,306.054","1,137.731","1,500.683","1,388.395",719.4121216775205,989.0131905573558,371.6142980024878
2011-08,787.791,310.618,"1,211.224","1,033.150","1,346.723","1,311.068",678.5559102131184,925.5327764468692,355.4038145170768
2011-09,709.291,280.639,"1,104.065",880.434,"1,197.082","1,205.669",629.8613890721828,866.6665936668418,333.9774167116752
2011-10,785.438,310.434,"1,217.296",995.562,"1,341.106","1,335.633",697.7119716974656,963.1897361078231,365.85396285658504
2011-11,760.237,300.447,"1,184.604",928.325,"1,275.982","1,325.377",694.182445605897,940.2009232579852,368.6286950299746
2011-12,757.157,299.511,"1,182.595",916.387,"1,255.535","1,331.569",700.1057403557796,934.7505519334259,373.8886603077186
2012-01,802.604,316.655,"1,240.894","1,019.394","1,312.830","1,394.062",730.6184927378258,1009.630414296636,386.59945359180045
2012-02,841.420,331.927,"1,298.720","1,079.443","1,392.160","1,451.008",760.2739055771242,1064.5460217540938,396.36657300359167
2012-03,844.701,333.297,"1,312.011","1,041.447","1,379.739","1,486.824",784.0950467167144,1109.282358431622,404.3223134463233
2012-04,833.422,328.673,"1,293.991","1,026.016","1,339.215","1,477.436",778.2163314484458,1093.0606293475503,404.37096674294645
2012-05,755.798,297.985,"1,177.645",906.296,"1,164.809","1,377.186",729.4605135202909,1014.4743322760769,379.27136458376214
2012-06,790.271,312.111,"1,235.716",937.354,"1,253.978","1,427.947",758.314311168859,1053.1216075612635,394.16378603338086
2012-07,798.636,316.024,"1,250.569",952.488,"1,266.904","1,446.420",767.8672319743614,1054.7254721135926,398.098965078932
2012-08,815.171,322.137,"1,279.208",947.328,"1,318.957","1,478.858",783.0428758114858,1100.4520368155636,400.61327659705455
2012-09,839.730,331.578,"1,311.504","1,002.656","1,355.940","1,515.443",802.0208232389576,1118.1305504048096,411.21064000976054
2012-10,833.385,329.067,"1,301.522",995.326,"1,374.182","1,487.946",786.1493045668825,1068.2561356535307,400.7852665983239
2012-11,842.298,332.642,"1,315.493","1,007.022","1,407.266","1,491.992",788.3872489091278,1080.100415639103,398.6161603807509
2012-12,861.438,339.749,"1,338.500","1,055.196","1,445.760","1,503.413",793.9597520674074,1083.4265796596353,401.0202847338552
2013-01,901.347,355.102,"1,405.466","1,069.010","1,528.576","1,576.484",833.9976310354739,1127.4236617106355,424.1693021158282
2013-02,900.748,354.43,"1,405.180","1,054.616","1,483.210","1,589.539",843.222185903234,1133.903768564859,430.1034502673578
2013-03,916.523,360.057,"1,434.515","1,034.904","1,475.459","1,642.564",873.5678331857545,1172.4147385770423,446.14071845348866
2013-04,938.624,369.422,"1,476.139","1,039.452","1,529.218","1,668.698",889.3669781567336,1194.3989570369022,454.13593740042114
2013-05,934.457,367.195,"1,471.933","1,008.878","1,522.273","1,696.430",907.832737241332,1240.0106784143825,462.5752222776512
2013-06,905.540,355.811,"1,433.548",940.330,"1,445.834","1,665.527",894.2158802171075,1221.1158417430956,456.2719904570205
2013-07,949.196,372.49,"1,507.913",947.553,"1,551.478","1,751.366",938.4456575439559,1301.1732896852782,474.3256807744541
2013-08,927.612,363.976,"1,472.738",929.536,"1,527.708","1,701.445",909.0741670738396,1288.076770703827,453.233460587505
2013-09,975.811,382.07,"1,543.672",987.458,"1,636.096","1,755.662",936.1186901515362,1353.2399767772959,463.00670648935005
2013-10,"1,013.091",397.109,"1,602.860","1,034.420","1,705.042","1,829.746",977.8656078133697,1406.4261891835722,475.739824105482
2013-11,"1,025.866",402.047,"1,628.424","1,018.284","1,722.020","1,872.721",1005.2942211808262,1456.7239737191871,492.28541165418295
2013-12,"1,042.913",408.549,"1,661.069","1,002.693","1,759.199","1,918.227",1028.981759788628,1498.5969360659503,507.2883191219933
2014-01,"1,003.382",391.921,"1,598.456",936.527,"1,690.125","1,850.014",992.3675985998237,1472.507966653388,480.42506484553513
2014-02,"1,050.571",410.129,"1,675.400",966.421,"1,809.995","1,932.077",1035.155542296482,1545.7911476470367,499.48618921036945
2014-03,"1,051.948",411.021,"1,673.874",994.653,"1,785.943","1,943.353",1042.3314117492757,1506.6343919840936,503.6466138926829
2014-04,"1,056.437",414.094,"1,687.742",995.283,"1,821.857","1,955.841",1048.7946890615137,1476.3401070600833,507.4162282801919
2014-05,"1,074.428",421.534,"1,715.184","1,027.693","1,825.265","1,995.819",1070.8511351118461,1522.2891752282687,511.5882783509491
2014-06,"1,095.491",428.746,"1,743.415","1,050.778","1,819.889","2,040.579",1091.2597712991046,1581.693571117123,514.9371074703655
2014-07,"1,077.412",423.043,"1,714.353","1,065.775","1,750.147","2,011.268",1074.803758539587,1567.9116713799003,506.8794879808351
2014-08,"1,100.331",431.549,"1,748.688","1,087.880","1,752.981","2,084.944",1115.2758117577025,1643.4409109852545,523.2564027984911
2014-09,"1,059.500",416.85,"1,698.408","1,005.326","1,685.775","2,041.657",1097.9736043258408,1612.2676497699083,521.5564661777777
2014-10,"1,067.015",419.451,"1,708.092","1,016.072","1,640.216","2,080.797",1123.448195720234,1661.5500651413938,532.1945035073782
2014-11,"1,081.261",425.821,"1,739.497","1,004.715","1,681.087","2,127.715",1151.0104116194786,1719.2786770504536,545.5898797556786
2014-12,"1,062.172",417.12,"1,709.672",956.308,"1,608.146","2,115.167",1146.1893037785867,1699.3360592927938,545.4316668857011
2015-01,"1,045.027",410.328,"1,677.537",961.605,"1,606.969","2,045.773",1110.6106641459326,1663.164704467874,525.2914733678115
2015-02,"1,101.812",432.474,"1,772.862",990.275,"1,705.441","2,160.397",1171.5748721228056,1780.9578642820834,554.9071056002919
2015-03,"1,084.707",424.758,"1,740.814",974.572,"1,654.000","2,123.357",1151.1940301550292,1758.478531810002,543.9948405988151
2015-04,"1,112.557",436.296,"1,778.400","1,047.781","1,717.700","2,148.030",1161.0031470667584,1773.0246521138597,545.9656577358629
2015-05,"1,110.324",434.515,"1,779.307","1,004.218","1,693.599","2,163.956",1173.1836749394677,1819.170995008783,551.1729949697781
2015-06,"1,083.775",423.509,"1,735.613",972.254,"1,638.879","2,118.013",1148.5331243896655,1789.332579391142,539.202192028256
2015-07,"1,089.027",426.781,"1,765.604",901.676,"1,689.051","2,150.615",1171.207499138651,1840.0716040682219,541.3550705185155
2015-08,"1,014.059",396.733,"1,645.430",818.730,"1,564.404","2,015.189",1097.9123754951481,1713.853446865581,505.8000900892891
2015-09,975.191,381.651,"1,581.922",792.049,"1,490.225","1,956.043",1068.8804637897044,1657.7538406485364,498.35359545396506
2015-10,"1,048.104",411.249,"1,705.803",847.839,"1,595.403","2,110.347",1157.579497244023,1813.3296658221316,540.5496014456724
2015-11,"1,040.035",407.197,"1,694.397",814.297,"1,563.655","2,110.078",1158.1639233749386,1833.0354137480424,542.275000356756
2015-12,"1,019.349",399.362,"1,662.794",794.139,"1,522.647","2,064.967",1137.8610954999867,1796.7025249106428,533.2505908514021
2016-01,954.857,375.017,"1,562.178",742.371,"1,421.364","1,955.630",1080.1313463750969,1655.5256523939597,503.9110391804729
2016-02,948.045,371.662,"1,547.174",740.327,"1,391.740","1,950.331",1075.6721749962114,1635.432362997761,505.44726403281885
2016-03,"1,017.312",398.255,"1,648.118",836.803,"1,474.191","2,083.440",1146.656980596373,1747.3447737198878,541.2091106286459
2016-04,"1,031.424",403.34,"1,670.796",840.190,"1,501.566","2,098.269",1149.752264481366,1713.4408518553964,543.918991663416
2016-05,"1,030.407",402.574,"1,674.613",807.454,"1,481.200","2,125.030",1167.3717609370933,1775.4035120069748,544.3339194093107
2016-06,"1,020.899",399.29,"1,653.229",834.103,"1,411.935","2,126.959",1168.4351446692522,1737.5922891160983,548.7036907395637
2016-07,"1,065.325",416.088,"1,721.788",873.471,"1,469.943","2,204.502",1210.0428873640953,1852.2173149306614,564.0738289868003
2016-08,"1,066.788",416.613,"1,719.524",893.678,"1,470.065","2,202.618",1208.567551166168,1870.548972553015,563.1141516765027
2016-09,"1,072.660",418.434,"1,725.665",903.460,"1,481.937","2,202.763",1207.075633575689,1905.9920227251375,560.2763614835341
2016-10,"1,051.113",411.015,"1,690.922",905.089,"1,432.148","2,159.686",1183.6273698989282,1861.9088300807168,555.2045840490556
2016-11,"1,060.847",413.43,"1,712.089",862.832,"1,398.608","2,230.283",1224.0772692892901,1910.1829718710505,585.2306014591954
2016-12,"1,082.341",421.839,"1,751.219",862.275,"1,471.076","2,268.166",1246.3564088781125,1931.510542306209,604.7862381699905
2017-01,"1,111.052",433.128,"1,792.403",909.228,"1,501.030","2,314.780",1268.646693337338,2014.635734888872,607.8920996594643
2017-02,"1,139.854",444.503,"1,838.699",936.371,"1,514.946","2,392.995",1315.8380161043376,2090.2187607651927,636.9079335730086
2017-03,"1,150.603",448.866,"1,853.690",958.369,"1,570.108","2,392.811",1315.3258957179912,2121.18406007944,632.3475536887858
2017-04,"1,167.379",455.173,"1,878.276",977.959,"1,619.063","2,411.482",1327.283798008738,2169.935270325286,640.8333102344735
2017-05,"1,187.181",463.794,"1,911.740","1,005.326","1,685.152","2,436.181",1342.6487687296683,2224.083153224515,642.9185881369187
2017-06,"1,192.094",465.088,"1,916.426","1,010.800","1,663.221","2,451.001",1349.1119780853792,2203.2363304360433,653.3534650792682
2017-07,"1,223.522",477.583,"1,961.100","1,066.233","1,712.132","2,500.546",1375.2157110053556,2277.7609756514194,669.9243953770701
2017-08,"1,225.404",478.406,"1,959.743","1,087.698","1,708.239","2,502.483",1375.96717427927,2306.65944552399,671.6681438729981
2017-09,"1,249.658",486.879,"2,000.553","1,081.722","1,763.376","2,552.442",1402.5274391466291,2330.807203593519,685.6532172029749
2017-10,"1,274.019",496.625,"2,036.804","1,119.079","1,770.157","2,604.156",1433.6469074003978,2413.9467625417165,715.4035126753718
2017-11,"1,297.119",505.442,"2,077.360","1,120.793","1,771.139","2,673.350",1473.907479906954,2466.440586209034,742.7961554631219
2017-12,"1,316.795",513.026,"2,103.448","1,158.454","1,796.645","2,702.777",1488.3983937795315,2476.9967112848894,756.4715571348618
2018-01,"1,387.067",541.673,"2,213.238","1,254.587","1,892.978","2,847.584",1572.014686764583,2659.303787530214,800.2384250617076
2018-02,"1,327.151",518.079,"2,117.993","1,195.193","1,777.754","2,731.802",1510.788846159335,2609.619464322905,765.9576947930587
2018-03,"1,299.318",505.808,"2,066.845","1,170.875","1,750.542","2,663.087",1470.1720455390277,2534.4276591080456,737.6169701981374
2018-04,"1,309.080",509.694,"2,086.514","1,164.428","1,788.794","2,673.593",1474.169112535329,2535.4394366807915,739.4543792785968
2018-05,"1,310.404",508.769,"2,092.923","1,120.710","1,717.220","2,731.809",1506.0234626704605,2670.2977363557306,747.1873246805876
2018-06,"1,300.444",505.198,"2,089.301","1,069.517","1,702.612","2,745.881",1513.3162853059641,2694.7612040678714,742.7674057878446
2018-07,"1,334.919",519.818,"2,153.096","1,087.456","1,758.438","2,839.435",1567.8282928844758,2752.705311459958,777.7699860114301
2018-08,"1,344.674",522.881,"2,175.498","1,055.960","1,704.605","2,919.825",1615.2758117577023,2909.773837052565,794.5901000851806
2018-09,"1,344.487",524.253,"2,184.009","1,047.908","1,709.277","2,928.184",1622.2122703664013,2887.1007338453396,809.6921670359122
2018-10,"1,238.328",484.571,"2,021.982",955.924,"1,577.236","2,720.398",1509.6252945065983,2621.4207328116618,768.6066695510979
2018-11,"1,253.884",490.857,"2,041.359",994.717,"1,559.721","2,764.442",1536.5862310562686,2630.261829201872,781.5424096187687
2018-12,"1,161.543",455.662,"1,883.901",965.776,"1,486.401","2,512.007",1395.5631183619214,2380.7963740694986,713.8801385094803
2019-01,"1,254.976",491.194,"2,028.492","1,049.927","1,582.534","2,721.121",1505.372167317124,2612.7520328078735,765.0540225674491
2019-02,"1,287.857",503.481,"2,085.845","1,050.951","1,631.855","2,805.238",1550.1252099007222,2702.7375153327007,793.0960733009132
2019-03,"1,297.939",508.548,"2,107.742","1,058.127","1,635.234","2,848.858",1577.9100513819299,2773.347501139345,793.4841042612055
2019-04,"1,338.643",524.844,"2,178.674","1,079.235","1,684.769","2,958.181",1639.9432155261636,2904.6967284325488,813.8112603243499
2019-05,"1,254.575",492.115,"2,046.246",997.998,"1,579.263","2,768.359",1532.0714712384192,2674.255319661488,759.4038447012474
2019-06,"1,332.965",523.442,"2,178.347","1,054.856","1,682.619","2,956.874",1637.6774090079095,2872.7089643711947,814.0270323155166
2019-07,"1,335.397",524.35,"2,187.564","1,037.009","1,649.174","2,995.635",1659.1770872337547,2933.4121147443366,822.1155532231725
2019-08,"1,299.198",510.877,"2,138.521",984.334,"1,602.617","2,937.972",1629.1598738455036,2857.1508912950117,808.0080696333871
2019-09,"1,323.932",520.651,"2,180.018","1,000.996","1,644.804","2,986.248",1657.1507595161222,2870.2330439109273,823.7240407728374
2019-10,"1,359.166",534.411,"2,233.526","1,041.981","1,695.378","3,043.863",1691.009283541133,2975.3713628841006,827.6840246317773
2019-11,"1,391.166",546.695,"2,292.259","1,040.045","1,718.095","3,149.656",1748.5831403934274,3109.246267318205,858.4451013071165
2019-12,"1,438.672",565.244,"2,358.468","1,114.660","1,784.164","3,236.314",1798.5748157188884,3219.447153346279,873.3494469983523
2020-01,"1,418.704",558.621,"2,342.414","1,062.343","1,738.442","3,237.564",1795.646568976894,3283.4373982336815,864.7069718485542
2020-02,"1,300.800",512.757,"2,141.124","1,005.516","1,573.273","2,969.393",1644.6138676166083,3074.0472701605986,777.5915706669334
2020-03,"1,110.587",442.346,"1,852.727",848.577,"1,341.522","2,574.501",1438.8409606606463,2762.863207891164,670.7213172491552
2020-04,"1,231.492",489.169,"2,052.845",924.937,"1,417.463","2,908.619",1621.3493583884517,3189.64815763407,745.0414991252194
2020-05,"1,285.748",509.47,"2,147.882",930.354,"1,476.534","3,050.714",1694.7670076498664,3405.048332089051,776.7882533369385
2020-06,"1,324.740",524.908,"2,201.788",995.098,"1,533.793","3,117.524",1725.931055385249,3609.174413590582,789.9403631021229
2020-07,"1,391.667",551.894,"2,304.982","1,078.919","1,590.316","3,298.639",1821.032137321113,3855.4966130636253,808.77438894052
2020-08,"1,473.896",584.864,"2,455.512","1,101.499","1,652.282","3,537.305",1948.6221474398399,4225.137942294076,870.0324756272162
2020-09,"1,426.038",565.148,"2,367.270","1,081.996","1,596.249","3,399.054",1872.181655951055,4007.000099206762,850.1912548239571
2020-10,"1,394.155",550.995,"2,292.925","1,103.458","1,504.842","3,305.896",1820.3862784899243,3915.1737946980666,811.0169233827879
2020-11,"1,569.060",618.266,"2,583.143","1,205.068","1,758.874","3,685.544",2016.160877563405,4377.014603541967,907.0184248211307
2020-12,"1,645.251",646.268,"2,690.044","1,291.264","1,840.218","3,831.152",2091.0037111059314,4624.427595598198,936.6368065028059
2021-01,"1,641.327",642.907,"2,661.691","1,329.566","1,812.799","3,791.439",2067.7169121369675,4689.8779537827895,917.5450496877021
2021-02,"1,683.375",657.146,"2,726.910","1,339.259","1,854.479","3,890.074",2121.666647412317,4733.530330660737,946.6098357510431
2021-03,"1,723.469",673.288,"2,811.699","1,316.425","1,905.022","4,033.239",2211.7072786197214,4753.092765330456,1009.3200500071015
2021-04,"1,796.022",701.83,"2,938.764","1,347.612","1,983.157","4,246.951",2327.656743428094,5009.931494774344,1036.6573451871452
2021-05,"1,819.540",711.45,"2,975.701","1,376.208","2,056.969","4,271.027",2340.4274057799744,4933.168149329609,1056.689712480086
2021-06,"1,839.321",719.97,"3,017.222","1,374.637","2,026.342","4,379.095",2392.4176825601126,5204.144083258344,1055.8653558866865
2021-07,"1,846.816",724.209,"3,069.249","1,277.805","2,062.239","4,473.093",2446.8405311753963,5264.685699619006,1069.1149515570214
2021-08,"1,889.880",741.271,"3,141.351","1,308.670","2,088.276","4,593.354",2517.7754566848494,5475.1487499181485,1082.1290509267474
2021-09,"1,811.622",709.512,"3,006.604","1,253.097","1,986.960","4,375.904",2398.0069709805243,5184.276801319954,1035.7108174164755
2021-10,"1,898.513",745.229,"3,174.725","1,264.754","2,074.043","4,678.301",2563.8143726695157,5560.957649662599,1096.1703684239508
2021-11,"1,845.705",726.531,"3,101.796","1,212.418","1,964.469","4,616.592",2542.448296975459,5575.059113433187,1055.2902428398702
2021-12,"1,916.975",754.828,"3,231.727","1,232.008","2,093.274","4,794.856",2653.3318745332235,5613.551862689082,1112.0452099103597
2022-01,"1,816.573",717.375,"3,059.047","1,208.232","1,996.536","4,529.794",2513.80598003845,5109.39334736536,1075.1250084145847
2022-02,"1,772.972",698.02,"2,977.954","1,171.310","1,937.557","4,397.479",2434.971787847878,4934.122636639795,1037.2005407150466
2022-03,"1,805.113",711.558,"3,053.070","1,141.787","1,927.370","4,549.701",2522.07873579114,5102.446684030405,1061.2465061262287
2022-04,"1,659.376",653.667,"2,795.615","1,076.190","1,807.598","4,137.644",2300.244983279297,4425.776500962174,1009.1872396568597
2022-05,"1,656.255",652.814,"2,791.013","1,077.666","1,808.413","4,124.910",2300.3673050276275,4334.908187755258,1009.5823235520432
2022-06,"1,510.773",596.774,"2,546.185","1,000.668","1,626.389","3,773.127",2107.320480941932,3957.2083786571,941.8070859432243
2022-07,"1,616.835",637.717,"2,746.365",993.782,"1,705.594","4,112.245",2299.3319193845314,4445.888011114661,1005.1451907165147
2022-08,"1,556.627",613.107,"2,627.321",994.114,"1,595.205","3,944.017",2201.7479777836525,4239.755894425609,964.2999711830827
2022-09,"1,403.678",553.371,"2,378.645",875.786,"1,454.897","3,574.487",1996.1142457946803,3794.624920694815,879.0742783872597
2022-10,"1,489.046",586.374,"2,547.716",848.163,"1,558.116","3,851.795",2155.53074387253,3942.6443879961134,1001.7122045434797
2022-11,"1,600.060",630.918,"2,720.889",972.285,"1,732.532","4,054.523",2271.39675806593,4114.818621350128,1058.5356687613037
2022-12,"1,536.728",605.382,"2,602.685",956.378,"1,731.581","3,812.318",2137.449143034218,3755.4646610402783,1014.3908711114252
2023-01,"1,648.905",648.365,"2,784.995","1,031.497","1,880.600","4,063.422",2269.4427360928667,4156.637709826135,1043.1202243729854
2023-02,"1,601.191",629.023,"2,714.571",964.006,"1,866.318","3,955.694",2210.1819264180317,4110.34787847544,999.3787589658754
2023-03,"1,636.360",646.762,"2,791.438",990.284,"1,902.850","4,082.801",2287.6523670277647,4385.328173997711,1018.2742887873502
2023-04,"1,654.502",654.997,"2,835.928",977.046,"1,971.686","4,133.828",2321.1489545907693,4387.003782777925,1043.4911609317614
2023-05,"1,630.506",646.375,"2,800.557",958.527,"1,843.051","4,141.318",2326.9108525893816,4641.29511033303,1007.077455794199
2023-06,"1,722.871",682.841,"2,966.724",989.475,"1,928.433","4,411.444",2477.5258931356434,4947.226163604434,1052.9608616654234
2023-07,"1,786.908",707.109,"3,064.297","1,046.912","1,985.863","4,558.463",2554.673404329782,5147.477180802243,1088.2128647474965
